headline,writer_intent
"Former aide to Gov. Andrew Cuomo accuses him of sexual harassment, toxic environment",['gov cuomo is being accused of a toxic work environment']
Public Distrust in Science Made COVID Worse. It Will Also Harm Climate Policy.,['people are skeptical']
Noam Chomsky: Trump's denial of climate climate represents worse threat to humanity than Hitler  'Hitler was pretty hideous  but he wasn't trying to destroy organized human society on earth',"['trump is more dangerous than hitler, is trying to destroy society']"
What's at Stake in 2020: Climate Resilience,['2020 may be a big year for climate change']
What's at Stake in 2020: International Cooperation on Climate,['governments will work together to combat climate change']
Diesel truck drivers are souping up their cars  and killing the environment,['adding power to engines is bad for the enviroment.']
Federal Reserve joins 'international group of central banks' in climate change fight,['federal reserve joins banks on climate crisis fight internationally']
Why Streaming Is Bad For The Environment,['unknown intent']
US participation in Paris climate deal expires at midnight,['unknown intent']
How Joe Biden and John Kerry could rebuild America's global climate leadership,['joe biden and john kerry could help rebuild america and fight climate change']
U.N. Chief orders world leaders: Declare a climate emergency or face 'catastrophic' results,"[""governments aren't taking climate change seriously""]"
Inslee unveils climate proposals ahead of full budget plan,['the environment is very important to candidates']
"New York Times: ""Election Day 2020: ""The 'green wave' that environmentalists had hoped for failed to materialize""","[""the country isn't behind the strict environmentalists yet""]"
Trump Rushes to Weaken Environmental and Worker Protections Before January 20,"[""trump will sabotage biden's presidency""]"
"Biden: Georgia Democratic Candidates Support Criminal Justice Reform, Action on Climate Change","['if the candidates win, climate change policies will have a better chance of happening']"
"Supreme Court says plans for Heathrow third runway are legal, overturning climate crisis ruling",['supreme court overturns climate crisis ruling for heathrow']
Biden's advisors urge him to use 'U.S. financial regulation as a tool to fight global warming'  Central banks to 'mitigate climate risks to financial markets',['climate change can cause financial damage']
Obama Climate Commie Gina McCarthy Reportedly Tapped by Beijing Biden,"['obama and biden are communists.', 'only communists believe in climate change.', 'political figures are too concerned about climate change.']"
"John Kerry, Climate Czar in Waiting: 'Kerry is both a partner and a puppet in the American oligarchy, which means he will do whatever is in his personal best interests, as well as whatever he is told to do'","['governments will use climate change to for nefarious means.', 'political figures are not loyal to the people.']"
"Pete Buttigieg Vows to Fight Racial, Economic, Environmental Injustice in Department of Transportation",['equal rights are being supported by some politicians']
Climate crisis: Melting mountain ice reveals ancient artefacts in Norway,['ice that has been arround for thousands of years is melting']
"Study Says Hollywood Still Has 'Permissive Climate' of Sexual Harassment, Racism","['hollywood still has ""permissive climate""']"
Watch: Green Hypocrisy film  Exposes climate alarmism,['climate change is a scam']
UK health bodies call for new tax on meat to fight climate crisis,['uk officials want to add a tax to meat']
"Beijing Biden Pledges to Rejoin the Communist/Globalist ""Paris Climate Agreement"" on Day One","['biden plans to rejoin paris climate agreement', 'the paris climate agreement is communist']"
Trump Officially Leaves Paris Agreement After Years of Environmental Wreckage,['trump left the paris agreement']
Trump urged to send Paris climate plan to Senate for ratification to block Biden,['the government doesnt believe in climate change']
New Study Effectively Eliminates Confidence In Human Attribution For Modern 'Global Warming'  'Uncertainty about 80 times greater than anthropogenic signal detection',['climate change is a hoax']
Joe Biden's Climate Cabinet Emerging,"['liberals value the importance of environment', 'the new govt cares about environment']"
Watch: Biden touts UN Paris pact: 'We will rejoin the Paris Agreement on day one and lead the world in the fight against climate change',['climate change is a first priority of government']
Winston84: A High-Minded Collection Of Low-Brow Racists and Climate Deniers,['there is a link between racism and climate change denial']
"Countryfile launch climate change campaign to plant 750,000 trees",['the program cares about environment']
