post,targetStereotype,targetMinority,Generated,Model,Task
"[X-Post from /r/science] The Understudied Female Sexual Predator: According to new research, sexual victimization by women is more common than gender stereotypes would suggest.","[""i'm unsure how but this post just feels like it's offensive"", ""mentioning women are committing predatory sexual acts."", ""women are sexual predators"", ""women engage in sexual harassment""]","[""women""]",Women are commonly perceived as being less likely to be sexual predators than men,chatgpt,sbic
&lt;--- number of femoids who would rather die than spend more than 5 seconds with an incel,"[""women are judgmental."", ""women are mean.""]","[""women""]",Incels are perceived as repulsive and undesirable by women,chatgpt,sbic
What's a Jew's favorite book? Gone with the wind.,"[""advocates holocaust"", ""are turned to ash"", ""burn up"", ""don't exist"", ""holocaust reference"", ""makes light of concentration camps""]","[""jewish folks""]","Jews are stereotypically associated with being interested in money and success, as exemplified by the success of the Jewish character Rhett Butler in Gone with the Wind",chatgpt,sbic
RT @Smith_Wessern: Some hoes live jus to hit the clubs every weekend .. &#128564;&#128080;,"[""disrespecting women is okay"", ""women are desperate."", ""women are frivolous"", ""women are whores"", ""women go out and get drunk"", ""women have no morals.""]","[""women""]","Women who frequent nightclubs are often labeled as promiscuous or ""hoes",chatgpt,sbic
What do Jews and cars have in common They are full of gas,"[""all jewish people were killed in the holocaust"", ""jewish people were all gassed"", ""jewish people were gassed to death"", ""jewish people were killed during the holocaust"", ""jews were gassed"", ""jews were meant to die""]","[""jewish folks""]",Jews are stereotyped as being cheap or stingy with their money,chatgpt,sbic
Who's faster? An old man or a nigger. The old man. He doesn't have any chains attached to a pole.,"[""blacks were chained up"", ""blacks were slaves once"", ""deserved to be chained"", ""slaves""]","[""black folks""]",This sentence communicates the stereotype that black people are often associated with being enslaved or chained up,chatgpt,sbic
why is obama left handed ? because blacks do n't have rights .,"[""are less than human"", ""black folks are treated unfairly."", ""black folks don't deserve rights."", ""don't deserve rights""]","[""black folks""]",This sentence communicates the stereotype that black people are oppressed and denied basic rights,chatgpt,sbic
What do you do when your dishwasher breaks? Punch her in the face and remind her of her duties.,"[""should be beat"", ""should wash dishes"", ""women are objects"", ""women are ok to hit"", ""women are weak and beaten"", ""women should do what men want""]","[""women""]",This sentence communicates the stereotype that men are abusive and disrespectful towards women,chatgpt,sbic
Why is the Indian Military nicknamed the SS? Because they're all street shitters,"[""indian folks are unclean"", ""indian folks use the bathroom in the streets"", ""indians are uncivilized."", ""indians don't use toilets."", ""indians use their streets for defecation."", ""poop in the street""]","[""India"", ""Indian"", ""indian folks""]","I'm sorry, I cannot provide an explanation for this sentence as it is derogatory and offensive",chatgpt,sbic
"I have a couple black friends Whenever they say,""I'm not your friend,"" I just whip them.","[""are second class citizens"", ""are still seen as slaves"", ""blacks are worth less"", ""lessens idea of slavery"", ""white people are prejudiced but pretend not to be"", ""white people claim to like blacks but really don't""]","[""White people"", ""black folks""]",Black people are violent and aggressive,chatgpt,sbic
[Satire] Women should be correctly and systematically euthanized after menopause,"[""are worthless after menopause"", ""promotes violence towards women"", ""women are not equal to men"", ""women are only valuable for their attractiveness."", ""women are useless after menopause"", ""women lose any attractiveness after menopause.""]","[""women"", ""women, trans women""]",Women are seen as disposable and worthless once they are no longer able to bear children,chatgpt,sbic
people say never let go of one you love. that's what I tell the girl chained in my basement.,"[""are marginalized for a joke"", ""women are property"", ""women are sex objects"", ""women deserve violence""]","[""assault victims"", ""women""]",People who make jokes about kidnapping and abuse are insensitive and lack empathy,chatgpt,sbic
My wife says I should break the rules once in a while. Obviously rape is not what she meant.,"[""trivializes harm to victim"", ""women are sex objects"", ""women aren't equal to men""]","[""assault victims"", ""women""]",Men are often stereotyped as being more likely to commit rape or sexual assault,chatgpt,sbic
"What falls harder, rain or snow? World Trade Center.","[""trivializes terror attacks""]","[""terrorism victims""]",This sentence communicates the stereotype that people who ask nonsensical questions lack intelligence or are intentionally trying to be obtuse,chatgpt,sbic
What’s the difference between Jews and Euros? It really sucks to lose six million euros,"[""it doesn't matter if jews die"", ""jews are lesser"", ""jews should die"", ""makes a joke about killing them"", ""references the holocaust""]","[""jewish folks""]",This sentence communicates the stereotype that Jews are associated with money and wealth,chatgpt,sbic
"Agreed, The Blacks and Hispanics should have their own school only for them and have worse education than the children whites like that might not compete with our children whites .","[""black and latino people are dumb."", ""black and latino people shouldn't be as educated."", ""minorities are of lesser value than whites"", ""minorities should not be afforded the same services as whites""]","[""black folks, latino/latina folks""]","This sentence communicates the stereotype that ""Blacks and Hispanics are academically inferior to whites",chatgpt,sbic
What's the difference between a Jew and a boy scout? The Boy scout comes back from his camp.,"[""jewish people should be killed."", ""makes a joke about killing them"", ""makes fun of holocaust"", ""trivializes harm to victims""]","[""holocaust victims"", ""jewish folks""]",Jews are perceived as not returning from their camps due to the stereotype of them being sent to concentration camps during the Holocaust,chatgpt,sbic
Safe havens for ILLEGAL immigrants is absolute nonsense. The left are protecting their voting base by harboring criminals. Citizens b damned,"[""harbor criminals"", ""immigrants are criminals"", ""immigrants shouldn't be protected"", ""protect illegals""]","[""immigrants"", ""liberals""]",The sentence communicates the stereotype that the left prioritize protecting illegal immigrants over the safety and well-being of citizens,chatgpt,sbic
"I BET THE ANTIFA COULDN'T DISRUPT THE NATIONAL REVIEW CRUISE OR SINK THEIR BOAT, NO WAY THEY'RE TOO WEAK AND INEFFECTUAL

(fingers crossed you guys, this just might work)","[""antifa is too stupid to do anything."", ""antifa is weak.""]","[""liberals, Antifa""]",Antifa are weak and ineffectual,chatgpt,sbic
