post,targetStereotype,targetMinority,Generated,Model,Task
What do Jews and cars have in common They are full of gas,"[""all jewish people were killed in the holocaust"", ""jewish people were all gassed"", ""jewish people were gassed to death"", ""jewish people were killed during the holocaust"", ""jews were gassed"", ""jews were meant to die""]","[""jewish folks""]","Jews are often stereotyped as being overly talkative or ""full of gas""",text-davinci-003,sbic
Who's faster? An old man or a nigger. The old man. He doesn't have any chains attached to a pole.,"[""blacks were chained up"", ""blacks were slaves once"", ""deserved to be chained"", ""slaves""]","[""black folks""]",African Americans are unfairly associated with being slow or limited in their abilities,text-davinci-003,sbic
why is obama left handed ? because blacks do n't have rights .,"[""are less than human"", ""black folks are treated unfairly."", ""black folks don't deserve rights."", ""don't deserve rights""]","[""black folks""]",This sentence communicates the stereotype that African Americans are oppressed and lack basic rights,text-davinci-003,sbic
What do you do when your dishwasher breaks? Punch her in the face and remind her of her duties.,"[""should be beat"", ""should wash dishes"", ""women are objects"", ""women are ok to hit"", ""women are weak and beaten"", ""women should do what men want""]","[""women""]",Women are expected to be responsible for household duties,text-davinci-003,sbic
Why is the Indian Military nicknamed the SS? Because they're all street shitters,"[""indian folks are unclean"", ""indian folks use the bathroom in the streets"", ""indians are uncivilized."", ""indians don't use toilets."", ""indians use their streets for defecation."", ""poop in the street""]","[""India"", ""Indian"", ""indian folks""]",The stereotype communicated is that Indian Military personnel are tough and resilient,text-davinci-003,sbic
"I have a couple black friends Whenever they say,""I'm not your friend,"" I just whip them.","[""are second class citizens"", ""are still seen as slaves"", ""blacks are worth less"", ""lessens idea of slavery"", ""white people are prejudiced but pretend not to be"", ""white people claim to like blacks but really don't""]","[""White people"", ""black folks""]",African Americans are violent,text-davinci-003,sbic
[Satire] Women should be correctly and systematically euthanized after menopause,"[""are worthless after menopause"", ""promotes violence towards women"", ""women are not equal to men"", ""women are only valuable for their attractiveness."", ""women are useless after menopause"", ""women lose any attractiveness after menopause.""]","[""women"", ""women, trans women""]",This sentence communicates the stereotype that women are disposable and their value is determined by their reproductive capabilities,text-davinci-003,sbic
people say never let go of one you love. that's what I tell the girl chained in my basement.,"[""are marginalized for a joke"", ""women are property"", ""women are sex objects"", ""women deserve violence""]","[""assault victims"", ""women""]",People are often seen as manipulative and controlling when it comes to relationships,text-davinci-003,sbic
My wife says I should break the rules once in a while. Obviously rape is not what she meant.,"[""trivializes harm to victim"", ""women are sex objects"", ""women aren't equal to men""]","[""assault victims"", ""women""]",Women are often seen as encouraging men to break the rules,text-davinci-003,sbic
"What falls harder, rain or snow? World Trade Center.","[""trivializes terror attacks""]","[""terrorism victims""]",The stereotype communicated is that people are insensitive to tragedies,text-davinci-003,sbic
What’s the difference between Jews and Euros? It really sucks to lose six million euros,"[""it doesn't matter if jews die"", ""jews are lesser"", ""jews should die"", ""makes a joke about killing them"", ""references the holocaust""]","[""jewish folks""]","The stereotype communicated is that Jews are equated with money, implying that they are wealthy",text-davinci-003,sbic
"Agreed, The Blacks and Hispanics should have their own school only for them and have worse education than the children whites like that might not compete with our children whites .","[""black and latino people are dumb."", ""black and latino people shouldn't be as educated."", ""minorities are of lesser value than whites"", ""minorities should not be afforded the same services as whites""]","[""black folks, latino/latina folks""]",The stereotype communicated is that Blacks and Hispanics are not as capable as Whites and should not be allowed to compete with them,text-davinci-003,sbic
What's the difference between a Jew and a boy scout? The Boy scout comes back from his camp.,"[""jewish people should be killed."", ""makes a joke about killing them"", ""makes fun of holocaust"", ""trivializes harm to victims""]","[""holocaust victims"", ""jewish folks""]",Jews are often stereotyped as being cheap or money-oriented,text-davinci-003,sbic
Safe havens for ILLEGAL immigrants is absolute nonsense. The left are protecting their voting base by harboring criminals. Citizens b damned,"[""harbor criminals"", ""immigrants are criminals"", ""immigrants shouldn't be protected"", ""protect illegals""]","[""immigrants"", ""liberals""]",Immigrants are criminals,text-davinci-003,sbic
"I BET THE ANTIFA COULDN'T DISRUPT THE NATIONAL REVIEW CRUISE OR SINK THEIR BOAT, NO WAY THEY'RE TOO WEAK AND INEFFECTUAL

(fingers crossed you guys, this just might work)","[""antifa is too stupid to do anything."", ""antifa is weak.""]","[""liberals, Antifa""]",Antifa are portrayed as weak and ineffectual,text-davinci-003,sbic
I Told My American Friend To Smoke A Fag When He Gets Stressed He shot up an Orlando nightclub.,"[""gay people are fags"", ""gay people deserve to be shot"", ""trivializes harm to victims""]","[""lesbian women, gay men, trans women, trans men, bisexual women, bisexual men"", ""mass shooting victims""]",Americans are violent,text-davinci-003,sbic
"How are people with mental disabilities similar to electronic products? Sometimes they are, ""batteries not included""","[""folks with mental disabilities don't have brains"", ""folks with mental disabilities need batteries"", ""mental patients are a waste"", ""mental patients are useless""]","[""mentally disabled folks""]",The stereotype communicated is that people with mental disabilities are not capable of functioning independently,text-davinci-003,sbic
"Special ed classes are superior to the rest in, at least, one thing Chromosome average","[""deserves to be made fun of"", ""folks with mental disabilities are \""special\"""", ""folks with mental disabilities aren't normal""]","[""mentally disabled folks""]",People with special needs are often seen as inferior to those without,text-davinci-003,sbic
What do you call an autistic child after they’ve been hit by a car? Mashed potatoes,"[""autistic folks are less valuable"", ""autistic folks are like vegetables"", ""autistic people are dumb"", ""autistic people are less than"", ""autistic people are not smart"", ""autistic people are stupid""]","[""folks with mental illness/disorder"", ""mentally disabled folks""]",People with autism are viewed as objects or less than human,text-davinci-003,sbic
